EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM934,28,26-35,No,Travel_Rarely,640,Research & Development,1,3,Technical Degree,1,1301,4,Male,84,3,1,Research Scientist,1,Single,2080,Upto 5k,4732,2,Y,No,11,3,2,80,0,5,2,2,3,2,1,2
RM945,28,26-35,No,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,5k-10k,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5
RM985,28,26-35,No,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married,4724,Upto 5k,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4
RM1042,28,26-35,No,Travel_Rarely,866,Sales,5,3,Medical,1,1469,4,Male,84,3,2,Sales Executive,1,Single,8463,5k-10k,23490,0,Y,No,18,3,4,80,0,6,4,3,5,4,1,3
RM1057,28,26-35,Yes,Travel_Frequently,1496,Sales,1,3,Technical Degree,1,1486,1,Male,92,3,1,Sales Representative,3,Married,2909,Upto 5k,15747,3,Y,No,15,3,4,80,1,5,3,4,3,2,1,2
RM1069,28,26-35,Yes,Travel_Frequently,289,Research & Development,2,2,Medical,1,1504,3,Male,38,2,1,Laboratory Technician,1,Single,2561,Upto 5k,5355,7,Y,No,11,3,3,80,0,8,2,2,0,0,0,0
RM1070,28,26-35,No,Travel_Rarely,1423,Research & Development,1,3,Life Sciences,1,1506,1,Male,72,2,1,Research Scientist,3,Divorced,1563,Upto 5k,12530,1,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
RM1071,28,26-35,No,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507,3,Male,55,3,2,Sales Executive,1,Single,4898,Upto 5k,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3
RM1074,28,26-35,No,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,3,Male,96,1,2,Manufacturing Director,2,Married,6549,5k-10k,3173,1,Y,No,14,3,2,80,2,8,2,2,8,6,1,7
RM1137,28,26-35,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,3,Male,51,3,1,Laboratory Technician,2,Married,2408,Upto 5k,7324,1,Y,Yes,17,3,3,80,3,1,3,3,1,1,0,0
RM1152,28,26-35,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,Upto 5k,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0
RM1284,28,26-35,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044,Upto 5k,5531,1,Y,No,11,3,3,80,1,5,6,4,5,3,0,3
RM1308,28,26-35,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,Upto 5k,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2
RM1324,28,26-35,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,3,Male,43,3,1,Human Resources,4,Divorced,2706,Upto 5k,10494,1,Y,No,15,3,2,80,1,3,2,3,3,2,2,2
RM1338,28,26-35,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,2,Female,78,3,1,Sales Representative,2,Married,2856,Upto 5k,3692,1,Y,No,19,3,4,80,1,1,3,3,1,0,0,0
RM1365,28,26-35,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,3,Male,42,2,2,Sales Executive,4,Married,6834,5k-10k,19255,1,Y,Yes,12,3,3,80,1,7,2,3,7,7,0,7
RM1370,28,26-35,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,4,Female,84,3,2,Sales Executive,3,Single,9854,5k-10k,23352,3,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2
RM1382,28,26-35,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,3,Male,49,3,1,Research Scientist,3,Single,2144,Upto 5k,2122,1,Y,No,14,3,3,80,0,5,3,2,5,3,1,4
RM1391,28,26-35,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,Upto 5k,18779,5,Y,No,12,3,1,80,1,6,2,2,4,1,0,3
RM012,29,26-35,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,15,4,Female,49,2,2,Laboratory Technician,3,Single,4193,Upto 5k,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
RM016,29,26-35,No,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,20,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,5k-10k,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8
RM072,29,26-35,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,76,3,1,Research Scientist,2,Married,2703,Upto 5k,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,
RM156,29,26-35,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,Upto 5k,26283,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
RM206,29,26-35,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639,5k-10k,24525,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,
RM218,29,26-35,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,3,Male,85,3,1,Research Scientist,3,Single,2058,Upto 5k,19757,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
RM228,29,26-35,No,Travel_Frequently,1413,Sales,1,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,7918,5k-10k,6599,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
RM230,29,26-35,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,2389,Upto 5k,14961,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
RM253,29,26-35,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,4,Single,2340,Upto 5k,22673,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,
RM255,29,26-35,No,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,4,Male,45,3,2,Sales Executive,4,Divorced,6931,5k-10k,10732,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,
RM266,29,26-35,No,Travel_Rarely,1210,Sales,2,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,6644,5k-10k,3687,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
RM283,29,26-35,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,4554,Upto 5k,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
RM337,29,26-35,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,Upto 5k,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7
RM338,29,26-35,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983,Upto 5k,7621,0,Y,No,17,3,3,80,0,4,2,3,3,2,2,2
RM344,29,26-35,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268,5k-10k,11866,1,Y,Yes,14,3,1,80,2,7,2,3,7,7,1,7
RM350,29,26-35,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,4,Male,61,3,2,Sales Executive,3,Married,4649,Upto 5k,16928,1,Y,No,14,3,1,80,1,4,3,2,4,3,0,2
RM372,29,26-35,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,Upto 5k,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2
RM421,29,26-35,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,10k-15k,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
RM422,29,26-35,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,Upto 5k,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
RM455,29,26-35,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,Upto 5k,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
RM508,29,26-35,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,2,Female,62,3,2,Sales Executive,3,Married,5561,5k-10k,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
RM520,29,26-35,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720,Upto 5k,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
RM547,29,26-35,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,3,Male,99,3,1,Sales Representative,3,Single,2642,Upto 5k,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
RM556,29,26-35,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297,Upto 5k,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
RM573,29,26-35,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335,Upto 5k,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
RM590,29,26-35,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,Upto 5k,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
RM595,29,26-35,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824,3,Male,81,4,1,Research Scientist,3,Married,2700,Upto 5k,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
RM646,29,26-35,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,Upto 5k,23522,6,Y,Yes,19,3,3,80,3,5,3,3,3,2,0,2
RM658,29,26-35,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,Upto 5k,6054,6,Y,No,14,3,3,80,3,8,5,3,4,3,0,3
RM698,29,26-35,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157,Upto 5k,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2
RM712,29,26-35,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404,Upto 5k,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
RM809,29,26-35,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,Upto 5k,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
RM824,29,26-35,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,Upto 5k,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
RM826,29,26-35,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,5k-10k,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
RM837,29,26-35,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,5k-10k,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10
RM853,29,26-35,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,Upto 5k,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8
RM860,29,26-35,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,Upto 5k,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3
RM894,29,26-35,No,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,Upto 5k,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
RM904,29,26-35,No,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,5k-10k,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
RM906,29,26-35,No,Travel_Rarely,694,Research & Development,1,3,Life Sciences,1,1264,4,Female,87,2,4,Research Director,4,Divorced,16124,15k+,3423,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
RM933,29,26-35,Yes,Travel_Rarely,806,Research & Development,7,3,Technical Degree,1,1299,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,Upto 5k,17285,3,Y,Yes,13,3,1,80,2,10,2,3,7,7,7,7
RM1006,29,26-35,No,Travel_Rarely,332,Human Resources,17,3,Other,1,1419,2,Male,51,2,3,Human Resources,1,Single,7988,5k-10k,9769,1,Y,No,13,3,1,80,0,10,3,2,10,9,0,9
RM1008,29,26-35,Yes,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,84,3,3,Healthcare Representative,4,Single,7553,5k-10k,22930,0,Y,Yes,12,3,1,80,0,9,1,3,8,7,7,7
RM1058,29,26-35,Yes,Travel_Frequently,115,Sales,13,3,Technical Degree,1,1487,1,Female,51,3,2,Sales Executive,2,Single,5765,5k-10k,17485,5,Y,No,11,3,1,80,0,7,4,1,5,3,0,0
RM1064,29,26-35,No,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497,3,Male,77,2,2,Sales Executive,3,Divorced,8620,5k-10k,23757,1,Y,No,14,3,3,80,2,10,3,3,10,7,0,4
RM1073,29,26-35,No,Travel_Frequently,410,Research & Development,2,1,Life Sciences,1,1513,4,Female,97,3,1,Laboratory Technician,2,Married,3180,Upto 5k,4668,0,Y,No,13,3,3,80,3,4,3,3,3,2,0,2
RM1078,29,26-35,Yes,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,Male,100,2,1,Research Scientist,1,Single,2362,Upto 5k,7568,6,Y,No,13,3,3,80,0,11,2,1,9,7,0,7
RM1091,29,26-35,No,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,5k-10k,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7
RM1105,29,26-35,No,Travel_Rarely,598,Research & Development,9,3,Life Sciences,1,1558,3,Male,91,4,1,Research Scientist,3,Married,2451,Upto 5k,22376,6,Y,No,18,3,1,80,2,5,2,2,1,0,0,0
RM1123,29,26-35,No,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,2,Male,87,3,1,Laboratory Technician,1,Single,4723,Upto 5k,16213,1,Y,Yes,18,3,4,80,0,10,3,3,10,9,1,5
RM1126,29,26-35,No,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,5k-10k,24483,1,Y,No,19,3,4,80,1,6,0,4,6,4,1,3
RM1173,29,26-35,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,5k-10k,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4
RM1189,29,26-35,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,4187,Upto 5k,3356,1,Y,Yes,13,3,2,80,1,10,3,2,10,0,0,9
RM1220,29,26-35,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,Upto 5k,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2
RM1250,29,26-35,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,Upto 5k,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2
RM1251,29,26-35,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,5k-10k,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2
RM1259,29,26-35,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,2109,Upto 5k,10007,1,Y,No,13,3,3,80,1,1,2,3,1,0,0,0
RM1314,29,26-35,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335,Upto 5k,3157,4,Y,Yes,15,3,4,80,3,4,3,3,2,2,2,0
RM1319,29,26-35,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,4,Male,40,3,1,Laboratory Technician,4,Married,3812,Upto 5k,7003,1,Y,No,13,3,2,80,0,11,3,4,11,8,3,10
RM1325,29,26-35,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,5k-10k,21143,8,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
RM1330,29,26-35,No,TravelRarely,352,Human Resources,6,1,Medical,1,1865,4,Male,87,2,1,Human Resources,2,Married,2804,Upto 5k,15434,1,Y,No,11,3,4,80,0,1,3,3,1,0,0,0
RM1333,29,26-35,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,4,Male,73,2,1,Research Scientist,4,Single,2439,Upto 5k,14753,1,Y,Yes,24,4,2,80,0,1,3,2,1,0,1,0
RM1344,29,26-35,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,4,Male,59,3,1,Laboratory Technician,1,Single,2062,Upto 5k,19384,3,Y,No,14,3,2,80,0,11,2,3,3,2,1,2
RM1366,29,26-35,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,3,Male,45,4,1,Sales Representative,1,Single,1091,Upto 5k,10642,1,Y,No,17,3,4,80,0,1,3,3,1,0,0,0
RM1388,29,26-35,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,1,Male,89,3,2,Healthcare Representative,1,Married,5373,5k-10k,6225,0,Y,No,12,3,1,80,1,6,5,2,5,3,0,2
RM1443,29,26-35,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,4787,Upto 5k,26124,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
RM1460,29,26-35,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,4025,Upto 5k,23679,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
RM1461,29,26-35,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,Upto 5k,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
RM1461,29,26-35,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,3785,Upto 5k,8489,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
RM008,30,26-35,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,11,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,Upto 5k,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,
RM033,30,26-35,No,Travel_Rarely,125,Research & Development,9,2,Medical,1,41,4,Male,83,2,1,Laboratory Technician,3,Single,2206,Upto 5k,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
RM045,30,26-35,No,Travel_Frequently,721,Research & Development,1,2,Medical,1,57,3,Female,58,3,2,Laboratory Technician,4,Single,4011,Upto 5k,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
RM081,30,26-35,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,104,4,Male,55,2,2,Laboratory Technician,4,Married,5126,5k-10k,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0
RM089,30,26-35,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,117,3,Male,99,2,2,Healthcare Representative,4,Married,4152,Upto 5k,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
RM093,30,26-35,No,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,5k-10k,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
RM121,30,26-35,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,Upto 5k,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
RM140,30,26-35,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,5k-10k,13982,0,Y,Yes,19,3,4,80,0,12,2,1,11,9,4,
RM144,30,26-35,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,Upto 5k,23910,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,
RM146,30,26-35,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,Upto 5k,10415,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,
RM147,30,26-35,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,Upto 5k,11162,0,Y,No,13,3,4,80,0,6,3,3,5,3,1,
RM168,30,26-35,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,5k-10k,8053,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
RM174,30,26-35,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,Upto 5k,11012,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
RM212,30,26-35,No,Non-Travel,829,Research & Development,1,1,Life Sciences,1,292,3,Male,88,2,3,Manufacturing Director,3,Single,8474,5k-10k,20925,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
RM215,30,26-35,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,4,Female,88,3,1,Research Scientist,1,Single,2657,Upto 5k,8556,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
RM217,30,26-35,Yes,Travel_Frequently,334,Sales,26,4,Marketing,1,299,3,Female,52,2,2,Sales Executive,1,Single,6696,5k-10k,22967,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
RM325,30,26-35,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,5k-10k,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9
RM339,30,26-35,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118,5k-10k,5431,1,Y,No,13,3,3,80,3,10,2,3,10,9,1,2
RM355,30,26-35,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,Upto 5k,6069,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
RM382,30,26-35,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,Upto 5k,17434,1,Y,No,18,3,1,80,1,1,3,3,1,0,0,0
RM386,30,26-35,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,Upto 5k,3427,9,Y,Yes,23,4,3,80,0,3,4,3,1,0,0,0
RM403,30,26-35,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,5k-10k,19558,0,Y,No,11,3,2,80,0,6,6,3,5,4,4,4
RM411,30,26-35,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,5k-10k,24793,2,Y,No,20,4,3,80,0,11,2,3,5,4,0,2
RM420,30,26-35,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,Upto 5k,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
RM424,30,26-35,No,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,5k-10k,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
RM427,30,26-35,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,Upto 5k,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
RM438,30,26-35,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,Upto 5k,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
RM481,30,26-35,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,2,Male,74,2,1,Sales Representative,1,Married,2033,Upto 5k,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
RM502,30,26-35,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,3,Female,71,3,1,Research Scientist,3,Divorced,2083,Upto 5k,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
RM546,30,26-35,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304,5k-10k,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
RM582,30,26-35,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833,Upto 5k,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2
RM603,30,26-35,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833,3,Female,52,2,2,Manufacturing Director,4,Single,6877,5k-10k,20234,5,Y,Yes,24,4,2,80,0,12,4,2,0,0,0,0
RM624,30,26-35,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,Upto 5k,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3
RM703,30,26-35,No,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,5k-10k,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
